iter	Logloss
130	0.08673013382
131	0.08644248958
132	0.08626561726
133	0.08611750865
134	0.08580155999
135	0.08563102719
136	0.08544516226
137	0.08504501502
138	0.08492446715
139	0.08470592931
140	0.08449582229
141	0.08426365395
142	0.08408863592
143	0.08395033502
144	0.08371238066
145	0.08355005386
146	0.08338795196
147	0.08320889154
148	0.08286663085
149	0.08270969334
150	0.08259303832
151	0.08241931935
152	0.08216211832
153	0.08192266844
154	0.0817842134
155	0.08162925035
156	0.08147998883
157	0.08132587901
158	0.08108439024
159	0.08097014743
160	0.08058068151
161	0.08045052798
162	0.08033519021
163	0.07994012882
164	0.07982668488
165	0.07968608388
166	0.07952322739
167	0.07920423504
168	0.0789116599
169	0.07876642907
170	0.07865807722
171	0.0784280122
172	0.07825313573
173	0.07814962114
174	0.07783798755
175	0.07771216155
176	0.07757017545
177	0.07733767142
178	0.0770112033
179	0.07670873434
180	0.07659009776
181	0.07638976662
182	0.07623026129
183	0.07586284786
184	0.07577314857
185	0.07553627014
186	0.07541937355
187	0.07531543153
188	0.07517035269
189	0.07509295224
190	0.0748672938
191	0.0746217492
192	0.07452346482
193	0.07443137756
194	0.07422104132
195	0.07399148431
196	0.07377629461
197	0.07356260103
198	0.07345591757
199	0.07325939473
200	0.07318099267
201	0.0730661868
202	0.07284026624
203	0.07274464267
204	0.07253028669
205	0.07236715374
206	0.07212938666
207	0.07202461948
208	0.07190676877
209	0.07180194926
210	0.07173214554
211	0.07158140558
212	0.07150007848
213	0.07141505129
214	0.07109689777
215	0.07099564557
216	0.07090494246
217	0.07069223724
218	0.07049088496
219	0.07033353562
220	0.07024911765
221	0.07012378124
222	0.06997874343
223	0.06983259013
224	0.06973218329
225	0.06941957625
226	0.06928739432
227	0.06921141107
228	0.06912040701
229	0.06902753411
230	0.06895259567
231	0.06889233836
232	0.06883689682
233	0.0686472988
234	0.06856805599
235	0.06841128839
236	0.06835044117
237	0.06818627269
238	0.0680832545
239	0.06799947754
240	0.06790987192
241	0.06777315818
242	0.06770483992
243	0.06761344621
244	0.06753986184
245	0.06746964053
246	0.06718227892
247	0.06711802122
248	0.06701883645
249	0.06691131162
250	0.0666950361
251	0.06663194656
252	0.06655726287
253	0.06646448087
254	0.06637832369
255	0.06617868151
256	0.06601313254
257	0.06593817916
258	0.06587281241
259	0.06580711128
260	0.06558817005
261	0.06551615994
262	0.06543502441
263	0.06530978263
264	0.06520778684
265	0.06507612919
266	0.06501792042
267	0.06496893898
268	0.06491372646
269	0.06481600862
270	0.06463860742
271	0.0645139268
272	0.06446133079
273	0.06440883851
274	0.06434901884
275	0.06429541542
276	0.06423774852
277	0.06414875628
278	0.06404459259
279	0.06387738515
280	0.06379728535
281	0.06372553068
282	0.0635394136
283	0.06345059343
284	0.06339318348
285	0.06329621481
286	0.06321244141
287	0.06312403182
288	0.06306785187
289	0.06298698586
290	0.06294354801
291	0.06274257045
292	0.06268259891
293	0.06263465187
294	0.0625685576
295	0.06247854081
296	0.06241971735
297	0.06236383749
298	0.06226751882
299	0.06221977828
300	0.06202287867
301	0.06197097614
302	0.0619224114
303	0.06186873495
304	0.06182058139
305	0.06176565113
306	0.06172006944
307	0.06156414495
308	0.0614909875
309	0.06143012322
310	0.06137136026
311	0.06128090137
312	0.06117343807
313	0.06112428183
314	0.0610160648
315	0.06095227708
316	0.0608708721
317	0.06081873939
318	0.06076260053
319	0.06070274809
320	0.0606438679
321	0.06053019881
322	0.06048164917
323	0.06043239436
324	0.06032101939
325	0.06026142345
326	0.06020836935
327	0.06015455153
328	0.06010477657
329	0.05998232525
330	0.05994092641
331	0.05987134225
332	0.05981710317
333	0.05975697519
334	0.05954576354
335	0.0594966434
336	0.05937819314
337	0.05926171668
338	0.05910824197
339	0.05905600712
340	0.05900175111
341	0.05895399871
342	0.05890209699
343	0.05884614242
344	0.05879433615
345	0.05872108044
346	0.05866980467
347	0.05862136433
348	0.05847459665
349	0.05842331742
350	0.05833304605
351	0.05812867035
352	0.05807894698
353	0.05803192851
354	0.05794672812
355	0.05789153197
356	0.05784056788
357	0.05779369776
358	0.05774073482
359	0.05768850707
360	0.05764328864
361	0.05759161091
362	0.05754490762
363	0.05749401313
364	0.05733916125
365	0.05728676825
366	0.05723873371
367	0.05718295986
368	0.05713095955
369	0.05707625393
370	0.05702845254
371	0.05697709866
372	0.05692747669
373	0.0568287953
374	0.05677932138
375	0.05671273499
376	0.0566607294
377	0.05661222258
378	0.05656248583
379	0.05648535072
380	0.05643752622
381	0.05637854181
382	0.0563054766
383	0.05625863504
384	0.05620872962
385	0.05616493716
386	0.0561175219
387	0.05607227928
388	0.05599797418
389	0.05594924592
390	0.05583795296
391	0.0557870925
392	0.05572990055
393	0.05566463615
394	0.05556437808
395	0.05549917888
396	0.05529584733
397	0.05525008187
398	0.05515312504
399	0.05503849041
400	0.05498989418
401	0.05493957524
402	0.05489239412
403	0.05484753625
404	0.05479513644
405	0.05474156344
406	0.05456320479
407	0.05451705912
408	0.05447319935
409	0.05442961102
410	0.05438317778
411	0.05433992448
412	0.05426042196
413	0.05410764963
414	0.05405620605
415	0.05400565414
416	0.05395985101
417	0.0539194929
418	0.05387181149
419	0.05381484392
420	0.05377617854
421	0.05373352514
422	0.05364864285
423	0.05360669617
424	0.05347096714
425	0.05342843453
426	0.05338538213
427	0.05333113965
428	0.05326281865
429	0.05322226057
430	0.05309081223
431	0.05302923748
432	0.05296852307
433	0.05292697669
434	0.05277077697
435	0.05263651782
436	0.05259537987
437	0.05255558267
438	0.05247176281
439	0.05228295348
440	0.05222982686
441	0.05218623628
442	0.05214332391
443	0.05210385714
444	0.05187810561
445	0.0518024906
446	0.05173555032
447	0.05169366886
448	0.05165201825
449	0.05161375051
450	0.0515740967
451	0.05141899794
452	0.05132923058
453	0.0511573892
454	0.05111496809
455	0.05102905456
456	0.05087683371
457	0.05083227812
458	0.05077892461
459	0.05073831471
460	0.05064352456
461	0.05058490216
462	0.05037308247
463	0.05032077737
464	0.05028108123
465	0.05024103066
466	0.05020160178
467	0.0499841994
468	0.04994389497
469	0.04990479684
470	0.04986630137
471	0.04977668969
472	0.04954025112
473	0.04950207847
474	0.04943547336
475	0.04919925472
476	0.04916051594
477	0.04909928048
478	0.04906012949
479	0.04898252203
480	0.0489195611
481	0.0488550209
482	0.0488176313
483	0.04878054062
484	0.04874347405
485	0.04866368967
486	0.04862709864
487	0.04849437649
488	0.04843118277
489	0.04839599766
490	0.04833187437
491	0.0482961392
492	0.0482606016
493	0.04819801141
494	0.04816192539
495	0.04812685461
496	0.04792200788
497	0.04788699888
498	0.04774915122
499	0.04769258073
500	0.04757003648
501	0.0475355844
502	0.04747078026
503	0.04743730649
504	0.04729606645
505	0.04726225375
506	0.04719671494
507	0.04714210457
508	0.04701211643
509	0.0469778197
510	0.04685745305
511	0.04682431153
512	0.04676594613
513	0.04670776101
514	0.04649737933
515	0.04646364872
516	0.04642947122
517	0.0463966189
518	0.04625225477
519	0.04618893382
520	0.04615585411
521	0.04601763985
522	0.04583777867
523	0.04578873073
524	0.04572108515
525	0.0456892456
526	0.04561779765
527	0.04558587512
528	0.04540389379
529	0.04528726967
530	0.04525537297
531	0.04522347191
532	0.04519189827
533	0.04512354781
534	0.04501601267
535	0.04496890725
536	0.04491032587
537	0.04487892792
538	0.04481901261
539	0.04460354086
540	0.04457228924
541	0.04451553771
542	0.04448442574
543	0.04445364653
544	0.04442342858
545	0.04428748057
546	0.04423001659
547	0.04419988963
548	0.04408012627
549	0.04405020181
550	0.04389494401
551	0.04384859648
552	0.04381842318
553	0.04378861211
554	0.04375902382
555	0.04364570514
556	0.04361684953
557	0.04348742086
558	0.04339322453
559	0.04336431906
560	0.04331777861
561	0.04328935881
562	0.04323787401
563	0.04311810179
564	0.04298610932
565	0.04295766588
566	0.04290954363
567	0.04288119962
568	0.04274225187
569	0.04271430608
570	0.04266955457
571	0.04253544382
572	0.04248981721
573	0.04232327483
574	0.04226935914
575	0.04224180201
576	0.04221434036
577	0.04218767226
578	0.04216033689
579	0.04213322752
580	0.04195720805
581	0.04190682375
582	0.04179216464
583	0.04176522678
584	0.04171679205
585	0.04169000347
586	0.04166349425
587	0.04151638362
588	0.04148994342
589	0.04146377621
590	0.04143816656
591	0.04135073928
592	0.04125763275
593	0.04118468275
594	0.04115881359
595	0.04110848664
596	0.04106046221
597	0.04103472146
598	0.04098811146
599	0.04085841245
600	0.04072845183
601	0.04070298672
602	0.04065502226
603	0.0406301289
604	0.04058151483
605	0.04053222246
606	0.04047696197
607	0.04035613334
608	0.04023300252
609	0.0401863736
610	0.04016117804
611	0.04010288453
612	0.04005510178
613	0.04000922555
614	0.03996572848
615	0.03982048868
616	0.03964600449
617	0.03959072783
618	0.03956586285
619	0.03954156781
620	0.03947776256
621	0.0394329661
622	0.03938849229
623	0.03934548642
624	0.03932121075
625	0.03927848688
626	0.03923748119
627	0.03913201263
628	0.03907415024
629	0.03899763913
630	0.03896800062
631	0.03892633309
632	0.03880765891
633	0.0387685806
634	0.03873091848
635	0.03870738212
636	0.03866701255
637	0.03856978007
638	0.03854073449
639	0.03850121982
640	0.0383521939
641	0.03830516429
642	0.03827850165
643	0.03822893457
644	0.038133853
645	0.03808843562
646	0.03806508062
647	0.03802902212
648	0.03800586549
649	0.03796766632
650	0.03792355499
651	0.03788822948
652	0.03783659984
653	0.03781375867
654	0.03770682328
655	0.03767182959
656	0.03763737893
657	0.03752234429
658	0.03749965345
659	0.03745274849
660	0.03732293643
661	0.0372822942
662	0.03714442453
663	0.03712204285
664	0.03709692322
665	0.0370561971
666	0.03703097744
667	0.03697822132
668	0.03694470224
669	0.03688190471
670	0.03684409733
671	0.03680639058
672	0.03677394368
673	0.03666290811
674	0.03660883437
675	0.03658692777
676	0.03655493588
677	0.03650676655
678	0.03638678828
679	0.03635031302
680	0.03623318002
681	0.03621179844
682	0.0361873785
683	0.03615054787
684	0.03604884591
685	0.03601984849
686	0.03598483414
687	0.03595031267
688	0.03592908964
689	0.03588560703
690	0.03584097359
691	0.03580380646
692	0.03569815693
693	0.03566534211
694	0.03562927428
695	0.0356081421
696	0.0355877393
697	0.03548872689
698	0.03546799559
699	0.03544749587
700	0.03539427755
701	0.03529474165
702	0.03525858532
703	0.03519260238
704	0.03508580957
705	0.03506534013
706	0.03495593522
707	0.03491052771
708	0.03489035842
709	0.03486413126
710	0.03483531798
711	0.0347748301
712	0.03475484233
713	0.03471039792
714	0.03467802561
715	0.03465842957
716	0.03453915496
717	0.03445710192
718	0.03442014373
719	0.03429305932
720	0.03427373218
721	0.03423223038
722	0.03420016135
723	0.03416513968
724	0.03414573841
725	0.03410864377
726	0.03408949062
727	0.03405099165
728	0.03400844185
729	0.03398963723
730	0.03385450916
731	0.03383585241
732	0.03381639864
733	0.03378639717
734	0.03373148751
735	0.03364900197
736	0.03363039787
737	0.03359790793
738	0.03349196603
739	0.03345565115
740	0.03335478571
741	0.0333362934
742	0.03329552493
743	0.03325692442
744	0.03323858386
745	0.03322039089
746	0.03317541568
747	0.03312066182
748	0.0330101077
749	0.03299133586
750	0.03296330241
751	0.03288319895
752	0.03286522915
753	0.03283927841
754	0.03281304466
755	0.03270429365
756	0.0326200551
757	0.03260148722
758	0.03257993112
759	0.0325447361
760	0.03252728306
761	0.03250778366
762	0.03246216334
763	0.03244283961
764	0.03242552765
765	0.03240437021
766	0.03236633908
767	0.03234737817
768	0.03223770244
769	0.03221891349
770	0.03220125717
771	0.03217085911
772	0.03208654209
773	0.03206967686
774	0.03204146369
775	0.03202404317
776	0.03200603481
777	0.03198811403
778	0.03188293707
779	0.03182996741
780	0.03180423304
781	0.03172724656
782	0.03170927652
783	0.03163515099
784	0.03153930316
785	0.03150863845
786	0.03149194407
787	0.03146658181
788	0.03137063523
789	0.03135400511
790	0.03132969819
791	0.03127901536
792	0.03126258803
793	0.03124578739
794	0.03119097487
795	0.031159542
796	0.03113321581
797	0.03111726633
798	0.03110018139
799	0.03107317257
800	0.03096803902
801	0.03093748702
802	0.03092143023
803	0.03088039978
804	0.03086408344
805	0.0308253943
806	0.03079588621
807	0.03078006055
808	0.03068977699
809	0.03067400182
810	0.03065606174
811	0.03063841374
812	0.03059724078
813	0.03058187142
814	0.03056598611
815	0.03054934563
816	0.03052262501
817	0.03042536656
818	0.03035527075
819	0.03033909762
820	0.03029857172
821	0.03028299831
822	0.03020537482
823	0.03018283802
824	0.0301676362
825	0.03015243609
826	0.0301182262
827	0.03009562577
828	0.03000864348
829	0.02999378999
830	0.02996531335
831	0.02988250177
832	0.02981902537
833	0.02980416115
834	0.02978923343
835	0.02973986729
836	0.02971264475
837	0.02961665714
838	0.02960207106
839	0.02958660647
840	0.02956371661
841	0.02951991747
842	0.02950554468
843	0.02948984887
844	0.02941878083
845	0.029403208
846	0.0293784722
847	0.02934136158
848	0.02932729715
849	0.02924583452
850	0.02923151467
851	0.02921620697
852	0.02919047422
853	0.02917587626
854	0.02914674955
855	0.02907059387
856	0.02905599943
857	0.0290362022
858	0.02896935528
859	0.02893345054
860	0.02884210659
861	0.02881734971
862	0.02880331432
863	0.0287896703
864	0.0287001842
865	0.02867886532
866	0.02866448578
867	0.02863859721
868	0.02862485725
869	0.02856016138
870	0.02854438163
871	0.02848837252
872	0.02844961463
873	0.02842638809
874	0.02833706906
875	0.0283235097
876	0.02823915038
877	0.02820450878
878	0.02818092625
879	0.02816754711
880	0.02815418026
881	0.02813408752
882	0.02808877516
883	0.02807553563
884	0.02804044688
885	0.02798523652
886	0.02789565921
887	0.0278725468
888	0.02785933597
889	0.02784096192
890	0.02781474038
891	0.02779392654
892	0.02778089827
893	0.02776794334
894	0.02766303794
895	0.02762528066
896	0.02755185662
897	0.02753894629
898	0.02750781048
899	0.02749501555
900	0.0274732345
901	0.02745075088
902	0.02736770174
903	0.02729287346
904	0.02728033849
905	0.02726768992
906	0.02724623055
907	0.02721200288
908	0.02714600083
909	0.02713299725
910	0.02707503981
911	0.02706211639
912	0.02704935696
913	0.02697904562
914	0.02696647907
915	0.02693490289
916	0.02686253903
917	0.02684958102
918	0.02683146763
919	0.02681917754
920	0.02679911039
921	0.02678690104
922	0.02675470094
923	0.02668843737
924	0.02661208033
925	0.02659987641
926	0.02658765833
927	0.02657562654
928	0.02651811207
929	0.0264984506
930	0.02648644921
931	0.02647456006
932	0.02645640555
933	0.02642123854
934	0.02640940323
935	0.0263803194
936	0.02636870279
937	0.02628142218
938	0.02626043664
939	0.02621761877
940	0.02620586837
941	0.02618603387
942	0.02613752668
943	0.02608563006
944	0.02606703253
945	0.02605558666
946	0.0260332996
947	0.02596086685
948	0.02594939254
949	0.02593802606
950	0.02587974775
951	0.02586013247
952	0.02584884296
953	0.0257890461
954	0.02577779127
955	0.02575627747
956	0.02574510551
957	0.02568186951
958	0.02565565373
959	0.02563663063
960	0.02562551699
961	0.02555018803
962	0.02553828916
963	0.02551406464
964	0.02550305678
965	0.02546425812
966	0.02544566114
967	0.02543474563
968	0.02535376774
969	0.02528146005
970	0.02527054643
971	0.02521035841
972	0.02519868905
973	0.02513885538
974	0.02510743665
975	0.02508641064
976	0.02506447741
977	0.0250536405
978	0.02504316553
979	0.02497103361
980	0.02496035846
981	0.02491760006
982	0.02490025422
983	0.02485251795
984	0.02484188769
985	0.02483133733
986	0.0248153728
987	0.02473443863
988	0.02472396354
989	0.02470255161
990	0.02469233822
991	0.02466738554
992	0.02465713499
993	0.02464037025
994	0.02463028649
995	0.02462008366
996	0.02455523174
997	0.0245453038
998	0.02452299589
999	0.02450781631
